Emirate Name En|Emirate Name Ar|Issuance Authority En|Issuance Authority Ar|Issuance Authority Branch En|Issuance Authority Branch Ar|BL #|BL CBLS #|BL Name Ar|BL Name En|BL Est Date|BL Exp Date|BL Status EN|BL Status AR|BL Legal Type En|BL Legal Type Ar|BL Type En|BL Type Ar|BL Full Address|License Latitude|License Longitude|License Branch Flag|Parent Licence - License Number|Parent License Issuance Authority En|Parent License Issuance Authority Ar|Relationship Type En|Relationship Type Ar|Owner Nationality En|Owner Nationality Ar|Owner Gender|Business Activity Code|Business Activity Desc En|Business Activity Desc Ar|license_pk
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-288085|CBLS-44116|Ltd FZE ﺓﺭﺬﻋ ﺔﻛﺮﺷ|Deleon-Cooper FZE|05/08/2024|26/06/2025|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|0335 Brian Shores Shannontown, PA 06725|25.1511°N|55.3721°E|Y||||Owner|مالك|Other|آخر|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|fd466665a4b8a0dc58d9cb5bd31aeb6a
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-373055|CBLS-25314|Trading ﺔﺒﻫﻭ-ﺮﻜﺑ ﻦﺑ ﺪﻌﺳ ﻮﻨﺑ ﺔﻛﺮﺷ|Richardson, Cunningham and Zimmerman Trading|14/04/2017|07/05/2018|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|9269 Wang Ports Suite 489 Davishaven, LA 19530|25.0132°N|55.0511°E|Y|||دبي الجنوب|Manager|مدير|Emirati|إماراتي|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|fb70722c70b957d9fd60143a91012c3d
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-376002|CBLS-90338|Manufacturing ﻰﻠﻌﻳ ﻮﻨﺑ and ﻥﺎﻤﺠﻌﻟﺍ ,ﺓﺎﻨﻣ ﺪﺒﻋ ﻦﺑ ﺮﻜﺑ ﺔﻛﺮﺷ|Bowers, Riley and Walsh Manufacturing|13/02/2021|13/04/2022|Active|نشط|LLC|ذ.م.م|Industrial|صناعي|932 Daniel Villages Apt. 426 Elliottton, MT 82056|24.3551°N|54.4743°E|N|||دائرة التنمية الاقتصادية في أبوظبي|Partner|شريك|Egyptian|مصري|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|911baf7bafa4c74fdd0360c00b6a18c0
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-994470|CBLS-96169|FZE ﻊﻴﺒﺳ and ﺀﻲﻃ ,ﻥﻮﻳﻭﺍﺮﻟﺍ ﺓﺩﺎﺴﻟﺍ ﺔﻛﺮﺷ|Johnson, Grant and Moore FZE|11/03/2025|14/04/2026|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|34838 Mark Shore Suite 382 Port Loriport, GU 00903|25.0160°N|55.0594°E|N||||Partner|شريك|Indian|هندي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|d86e6c43889f1b71dd642b4be41fded4
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-221660|CBLS-74868|Ltd Services ﻥﺎﺤﻄﻟﺍ ﺔﻛﺮﺷ|Choi-Clay Services|17/02/2021|28/02/2022|Active|نشط|LLC|ذ.م.م|Professional|مهني|269 Stephens Drive Guerreroland, WY 72671|25.1325°N|55.3955°E|N||||Owner|مالك|Other|آخر|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|df88503587ddc49bcc6b5c4f722dfab8
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-229660|CBLS-55823|Consultancy ﺩﺎﻳﺇ and ﻲﺒﻴﺷﺎﺸﻨﻟﺍ ,ﻲﻨﻴﺴﺤﻟﺍ ﺔﻛﺮﺷ|Berry-Cooper Consultancy|31/01/2021|24/02/2022|Active|نشط|LLC|ذ.م.م|Professional|مهني|238 Duncan Terrace West Meganview, MO 71472|25.3204°N|55.4568°E|Y||||Owner|مالك|Emirati|إماراتي|Female|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|8877a1af89b8d1734f99f4c36c8cee05
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-714127|CBLS-37839|Management ﻑﺍﺮﺷﻷﺍ and ﻡﺎﻣﻻﺍ ,ﻞﺋﺪﻟﺍ ﻮﻨﺑ ﺔﻛﺮﺷ|Allen LLC Management|17/10/2023|17/10/2024|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Professional|مهني|08696 Brown Centers Port Tinafurt, NY 26985|25.2994°N|55.0017°E|N||DMCC||Owner|مالك|Egyptian|مصري|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|5ba55e608c8dd1bf464f8efe6255c0c4
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-809790|CBLS-22360|LLC ﻲﺘﻴﺸﺒﻟﺍ and ﻲﻟﻮﺒﻤﻄﺳﺍ ,ﺪﻴﺷﺭ ﻲﻨﺑ ﺔﻛﺮﺷ|Miller and Sons LLC|02/12/2024|19/12/2025|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|414 Michaela Islands South Rickyburgh, VI 83015|25.0078°N|55.2725°E|N|||دائرة التنمية الاقتصادية|Owner|مالك|Emirati|إماراتي|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|bb7ba91530cda1221f0fbcc5c873feba
Dubai|دبي|Dubai Silicon Oasis Authority|سلطة واحة دبي للسيليكون|Main|رئيسي|BL-261245|CBLS-13784|Services ﻱﺩﺍﺪﻐﺒﻟﺍ-ﺮﻴﻔﻈﻟﺍ ﺔﻛﺮﺷ|Gonzalez, Aguilar and Ramos Services|07/10/2022|11/10/2023|Expired|منتهي الصلاحية|Civil Company|شركة مدنية|Professional|مهني|0777 Myers Centers Suite 266 New Derrick, AK 73306|25.1381°N|55.2831°E|N||||Owner|مالك|Other|آخر|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|f5209260e911c1101606054909fbb822
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-145976|CBLS-96005|LLC ﻲﺘﻴﺸﺒﻟﺍ and ﺮﻴﻤﺣ ,(ﺔﻣﺭﺎﺠﻌﻟﺍ) ﺔﻣﺮﺠﻋ ﺔﻛﺮﺷ|Reese Group LLC|15/04/2025|04/03/2026|Expired|منتهي الصلاحية|LLC|ذ.م.م|Commercial|تجاري|0688 Jones Fields East Shawn, CO 17889|25.2853°N|55.1300°E|N||Department of Economic Development||Manager|مدير|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|7f1228ae2f6a97f7f38ba43e3aba8423
Abu Dhabi|أبو ظبي|KEZAD|مجموعة كيزاد|Main|رئيسي|BL-151047|CBLS-94363|Group Trading ﻲﺗﻭﺮﻴﺑ ﺔﻛﺮﺷ|Howard-Arias Trading|21/07/2016|08/07/2017|Active|نشط|Civil Company|شركة مدنية|Commercial|تجاري|0321 Carrie Alley Rodriguezchester, IA 67779|24.2970°N|54.3222°E|N|BL-499917|||Owner|مالك|Other|آخر|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|f3edf2a37c2739a9b840508abd30c529
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-908323|CBLS-62286|Trading ﻥﺎﻤﺴﻟﺍ-ﺪﺷﺎﺣ ﺔﻛﺮﺷ|Stewart, Mcdonald and Payne Trading|16/05/2017|19/05/2018|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|4902 Williams Way Suite 480 South Joshuaton, IA 59711|25.0062°N|55.0833°E|N|||دائرة التنمية الاقتصادية|Owner|مالك|Other|آخر|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|8b2cb4eeab6e0031cb670b9b0416689e
Dubai|دبي|DMCC|مركز دبي للسلع المتعددة|Main|رئيسي|BL-226460|CBLS-49131|Trading ﻲﻨﺘﻣ-ﺪﻴﺒﻋ ﺔﻛﺮﺷ|Fleming Inc Trading|20/07/2016|13/07/2017|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|782 Charles Village Apt. 179 North Courtney, KS 68583|25.2403°N|55.2944°E|Y|BL-732829|||Partner|شريك|Other|آخر|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|4caa3265b65e99fd7d55914f73a0069a
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-637555|CBLS-36197|LLC ﻕﺭﺎﺑ and ﻡﺎﻴﺻ ,ﺓﺰﻨﻋ ﺔﻛﺮﺷ|Jackson-Payne LLC|17/01/2023|28/12/2023|Cancelled|ملغاة|LLC|ذ.م.م|Commercial|تجاري|318 Amy Island Johnsonbury, OK 98840|24.3336°N|54.4552°E|N||||Owner|مالك|Emirati|إماراتي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|7244ae814dcb273c16a02b3260bf7ce7
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-743687|CBLS-34426|LLC ﺔﻌﻴﺑﺭ and ﻑﺮﺷ ,ﺔﻨﻳﺰﻣ ﺔﻛﺮﺷ|Moyer-Johnson LLC|11/04/2022|26/03/2023|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|Unit 7706 Box 7368 DPO AE 02527|25.1892°N|55.0372°E|N|BL-809298|||Owner|مالك|British|بريطاني|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|fe684a3369e88fb0b3512a7a31b11ddc
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-619383|CBLS-79111|Ltd Industries ﻱﺪﻟﺎﺨﻟﺍ ﺔﻛﺮﺷ|Duran-Bennett Industries|16/11/2023|06/12/2024|Active|نشط|Sole Establishment|مؤسسة فردية|Industrial|صناعي|2165 Kimberly Plains Suite 146 Lake Charles, SD 23335|24.2252°N|54.4873°E|N|||دائرة التنمية الاقتصادية في أبوظبي|Owner|مالك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|98f4db2fe30d7653d7d1c9391936cf99
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-982416|CBLS-42591|Manufacturing ﺶﻳﻭﺭﺩ-ﻥﺍﺪﻤﻫ ﺔﻛﺮﺷ|Holden and Sons Manufacturing|26/02/2025|01/01/2026|Active|نشط|Civil Company|شركة مدنية|Industrial|صناعي|984 Russell Rest Kristatown, GA 17130|25.3428°N|55.5137°E|N|BL-638354|||Manager|مدير|Emirati|إماراتي|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|a35ca9f124aacb13dcd4e0ea4771d6ad
Ras Al Khaimah|رأس الخيمة|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-587227|CBLS-96619|Consultancy ﻥﺍﺮﻤﺷ and ﻲﻧﺎﻋﺭﺰﻣ ,ﻲﻧﻮﻴﻣﺍ ﺔﻛﺮﺷ|Rosales Inc Consultancy|20/03/2025|16/12/2025|Active|نشط|LLC|ذ.م.م|Professional|مهني|424 Mathis Ridge Apt. 145 Garretthaven, NH 98958|25.7626°N|55.9711°E|N||||Owner|مالك|Egyptian|مصري|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|7f7522aa7a16b82cb23ba3b217c5a669
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-288274|CBLS-33882|and Sons LLC ﷲ ﺭﺎﺟ ﺔﻛﺮﺷ|Dominguez Group LLC|27/10/2017|25/12/2018|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|7382 Sarah Mission Suite 619 Lake Courtneymouth, NM 80511|25.0136°N|55.1665°E|N||||Partner|شريك|Emirati|إماراتي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|46cc0f955b37687696b13736e0406935
Dubai|دبي|Dubai Silicon Oasis Authority|سلطة واحة دبي للسيليكون|Main|رئيسي|BL-754112|CBLS-44743|LLC ﺪﻣﺎﻏ and ﺪﻴﻫﺍﺮﻓ ,ﻲﺗﺎﻔﻳﻮﺷ ﺔﻛﺮﺷ|Vasquez, Weaver and Vincent LLC|27/08/2022|25/07/2023|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|8937 Krystal Place Erintown, MO 84852|25.2900°N|55.3485°E|N||||Owner|مالك|Indian|هندي|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|c27a997c45097622eaead1179efae4a2
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-211495|CBLS-66858|FZE ﺮﻤﺳﻷﺍ ﻮﻨﺑ-ﻡﻮﻘﺒﻟﺍ ﺔﻛﺮﺷ|Fleming and Sons FZE|18/04/2024|24/04/2025|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|6957 Anthony Crossing Apt. 482 Melissaview, KS 24428|24.2054°N|54.4580°E|N||||Owner|مالك|Pakistani|باكستاني|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|8d2639fc889a3fcb0ddd8751a36d0b6c
Dubai|دبي|DMCC|مركز دبي للسلع المتعددة|Main|رئيسي|BL-880399|CBLS-88890|FZE ﻲﺻﺎﻐﻠﻜﻟﺍ-ﻥﺎﺒﻴﺷ ﻮﻨﺑ ﺔﻛﺮﺷ|Long, Watkins and Gonzalez FZE|07/11/2021|22/11/2022|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|894 Greer Forges New Susan, OK 14014|25.0908°N|55.3253°E|N||Department of Economic Development||Owner|مالك|Egyptian|مصري|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|6c71ead83c385df0ced1075ffbb1049c
Dubai|دبي|DMCC|مركز دبي للسلع المتعددة|Main|رئيسي|BL-191892|CBLS-26395|LLC ﻢﺨﻟ and ﻲﺻﺎﻐﻠﻜﻟﺍ ,ﻝﻼﻫ ﻮﻨﺑ ﺔﻛﺮﺷ|Sullivan-Green LLC|31/01/2023|12/02/2024|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|56292 Shah Forges Apt. 589 Curtishaven, CT 73892|25.0042°N|55.0448°E|N|BL-128117|||Partner|شريك|Pakistani|باكستاني|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|0b18555b3c486cec0a95b1d3e4dcb10b
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-353524|CBLS-67119|Management ﺔﻴﻣﺃ ﻮﻨﺑ-ﺔﻨﻴﻄﻗ ﺔﻛﺮﺷ|Myers, Diaz and Lynn Management|11/01/2025|17/01/2026|Expired|منتهي الصلاحية|LLC|ذ.م.م|Professional|مهني|USNV Smith FPO AA 99589|25.0573°N|55.1204°E|N||||Owner|مالك|Pakistani|باكستاني|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|a44aec5691d430767907d25a96676988
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-874668|CBLS-68361|Trading ﻊﻤﻟﺃ-ﻲﻣﺪﻬﻟﺍ ﺔﻛﺮﺷ|Mejia-Mitchell Trading|29/05/2017|09/06/2018|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|891 Robin Rapid Martinborough, NC 92865|25.1414°N|55.3439°E|N||||Owner|مالك|British|بريطاني|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|907b58d87d5da2130832cd3b4aa99778
Abu Dhabi|أبو ظبي|ADGM|سوق أبوظبي العالمي|Main|رئيسي|BL-450067|CBLS-11032|LLC Consultancy ﺝﺭﺰﺨﻟﺍ ﺔﻛﺮﺷ|Perkins-Adams Consultancy|27/07/2017|22/07/2018|Active|نشط|LLC|ذ.م.م|Professional|مهني|7155 Daniel Stream Apt. 593 Alvarezhaven, CT 31715|24.3891°N|54.5852°E|Y||||Partner|شريك|Other|آخر|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|dff31bfd5f8b619d690dee03ad212542
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-404899|CBLS-14851|and Sons Management ﺙﺭﺎﺤﻟﺍ ﻦﺑ ﺮﻤﺣﻷﺍ ﻮﻨﺑ ﺔﻛﺮﺷ|West-Stewart Management|09/06/2022|16/05/2023|Active|نشط|Sole Establishment|مؤسسة فردية|Professional|مهني|1052 Reyes Pines Lake Brittanyfort, OH 08383|25.1199°N|55.2053°E|N|BL-956360|||Manager|مدير|Other|آخر|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|d08fea4739727338c6b985a0793a2bac
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-653971|CBLS-12492|Consultancy ﺶﻳﻭﺎﺸﻟﺍ-ﺲﻳﺪﺟ ﺔﻛﺮﺷ|Oconnor, Anderson and Woods Consultancy|26/10/2017|16/11/2018|Active|نشط|LLC|ذ.م.م|Professional|مهني|2258 Butler Islands Suite 787 Kennethburgh, DC 65081|25.3576°N|55.5107°E|N||||Partner|شريك|Indian|هندي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|467ac255a8583249f1af518a395ff587
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-777568|CBLS-55451|Management ﺮﺟﺎﻫ ﻲﻨﺑ and ﻲﻧﺎﻋﺭﺰﻣ ,ﺪﻟﺎﺧ ﻮﻨﺑ ﺔﻛﺮﺷ|Morgan, Rogers and Yang Management|18/10/2022|12/10/2023|Expired|منتهي الصلاحية|LLC|ذ.م.م|Professional|مهني|9428 Kevin Ridges Apt. 165 East Sarahtown, FM 05665|25.2093°N|55.0083°E|N||||Owner|مالك|Emirati|إماراتي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|0dbdea9b1540dc7b02bba56f0bcbad81
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-716204|CBLS-99780|Consultancy ﻡﺍﺮﻫﺍ-ﻲﻧﻮﻴﻣﺍ ﺔﻛﺮﺷ|Moore LLC Consultancy|12/03/2016|14/03/2017|Active|نشط|LLC|ذ.م.م|Professional|مهني|5130 Morgan Bypass Lake Cynthia, OH 97252|25.3922°N|55.5707°E|N||||Owner|مالك|Other|آخر|Female|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|fcf1037f69990c9f01f7982775c93573
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-537110|CBLS-98225|LLC ﻮﺒﻴﻠﻗ-ﺪﻳﺯ ﻮﻨﺑ ﺔﻛﺮﺷ|Fleming LLC LLC|18/09/2020|08/10/2021|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|73677 Day Drive Apt. 258 West Keith, CA 69422|25.2388°N|55.3199°E|Y||||Owner|مالك|Pakistani|باكستاني|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|e89a1febdbbe19f9fc46c4b91f046d35
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-606346|CBLS-26920|FZE ﺡﻮﺤﺸﻟﺍ and ﺏﺎﺑﺮﻟﺍ ,ﺔﻨﻳﺰﻣ ﺔﻛﺮﺷ|Trujillo and Sons FZE|16/05/2017|06/06/2018|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|204 Brian Streets North Aprilchester, KS 64665|24.2598°N|54.5423°E|N||Abu Dhabi Department of Economic Development||Owner|مالك|Other|آخر|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|d5213bbf11342331927e900ebcbb8d17
Ajman|عجمان|Municipality|بلدية|Main|رئيسي|BL-683879|CBLS-16166|Trading ﻥﺎﻤﻴﺣﺯﺍ-ﻲﺗﻭﺮﻴﺑ ﺔﻛﺮﺷ|Harris PLC Trading|16/10/2020|17/10/2021|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|172 Rachel Neck Suite 545 Timothyfurt, FL 75371|25.3859°N|55.4391°E|N||||Owner|مالك|Emirati|إماراتي|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|00bc1178b8f2e5352a8b549f97a96dc1
Dubai|دبي|Dubai Silicon Oasis Authority|سلطة واحة دبي للسيليكون|Main|رئيسي|BL-454140|CBLS-66442|Ltd Trading ﻥﺎﻄﺤﻗ ﺔﻛﺮﺷ|Nguyen PLC Trading|20/11/2022|17/10/2023|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|160 Jennifer Crest Thompsonmouth, TX 28690|25.1853°N|55.0483°E|N||||Partner|شريك|Pakistani|باكستاني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|dd1c23bc508d12fd43e82ba3faacd986
Dubai|دبي|Dubai Silicon Oasis Authority|سلطة واحة دبي للسيليكون|Main|رئيسي|BL-907503|CBLS-83010|Industries ﻲﺻﺎﻐﻠﻜﻟﺍ and ﻞﻳﺬﻫ ,ﺐﻴﻘﻨﻟﺍ ﺔﻛﺮﺷ|Ramos Ltd Industries|12/01/2025|26/12/2025|Active|نشط|Civil Company|شركة مدنية|Industrial|صناعي|PSC 5222, Box 9993 APO AP 54494|25.2689°N|55.3414°E|Y||||Owner|مالك|Other|آخر|Female|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|0c5d663e1dc922c7da896a26cea8263b
Ras Al Khaimah|رأس الخيمة|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-937798|CBLS-69917|LLC ﺓﺮﻴﺸﻌﻟﺍ ﺪﻌﺳ ﻦﺑ ﻢﻜﺤﻟﺍ-ﻝﻼﻫ ﻮﻨﺑ ﺔﻛﺮﺷ|Moses Ltd LLC|14/11/2021|02/11/2022|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|25539 Luke Inlet Robertfort, VA 84990|25.7949°N|56.0563°E|N||||Owner|مالك|Pakistani|باكستاني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|ab0f25f6bc6c0520e49b623343f5e966
